ProductID,ProductName,BundleProducts,RecommendationType,Recommendation,ExpectedLift,ConfidenceScore
frozenset({'内衣'}),frozenset({'内衣'}),frozenset({'牛仔裤'}),Bundle Sale,"建议将""frozenset({'内衣'})""与""frozenset({'牛仔裤'})""捆绑销售",5.113830842084463,0.3141937669376693
frozenset({'花瓶'}),frozenset({'花瓶'}),frozenset({'枕头'}),Bundle Sale,"建议将""frozenset({'花瓶'})""与""frozenset({'枕头'})""捆绑销售",5.098132742245479,0.303338898163606
frozenset({'枕头'}),frozenset({'枕头'}),frozenset({'花瓶'}),Bundle Sale,"建议将""frozenset({'枕头'})""与""frozenset({'花瓶'})""捆绑销售",5.098132742245479,0.3053781512605042
frozenset({'花瓶'}),frozenset({'花瓶'}),frozenset({'床单'}),Bundle Sale,"建议将""frozenset({'花瓶'})""与""frozenset({'床单'})""捆绑销售",5.091091222623358,0.3091819699499165
frozenset({'床单'}),frozenset({'床单'}),frozenset({'花瓶'}),Bundle Sale,"建议将""frozenset({'床单'})""与""frozenset({'花瓶'})""捆绑销售",5.091091222623358,0.3049563642351391
frozenset({'香水'}),frozenset({'香水'}),frozenset({'洗面奶'}),Bundle Sale,"建议将""frozenset({'香水'})""与""frozenset({'洗面奶'})""捆绑销售",5.087712157596972,0.3054662379421222
frozenset({'洗面奶'}),frozenset({'洗面奶'}),frozenset({'香水'}),Bundle Sale,"建议将""frozenset({'洗面奶'})""与""frozenset({'香水'})""捆绑销售",5.087712157596972,0.300632911392405
frozenset({'窗帘'}),frozenset({'窗帘'}),frozenset({'收纳盒'}),Bundle Sale,"建议将""frozenset({'窗帘'})""与""frozenset({'收纳盒'})""捆绑销售",5.0837491582947605,0.306550074245174
frozenset({'收纳盒'}),frozenset({'收纳盒'}),frozenset({'窗帘'}),Bundle Sale,"建议将""frozenset({'收纳盒'})""与""frozenset({'窗帘'})""捆绑销售",5.0837491582947605,0.3081260364842454
frozenset({'速食面'}),frozenset({'速食面'}),frozenset({'饼干'}),Bundle Sale,"建议将""frozenset({'速食面'})""与""frozenset({'饼干'})""捆绑销售",5.078514114320871,0.3014605978260869
frozenset({'饼干'}),frozenset({'饼干'}),frozenset({'速食面'}),Bundle Sale,"建议将""frozenset({'饼干'})""与""frozenset({'速食面'})""捆绑销售",5.07851411432087,0.2990229110512128
frozenset({'毛巾'}),frozenset({'毛巾'}),frozenset({'灯具'}),Bundle Sale,"建议将""frozenset({'毛巾'})""与""frozenset({'灯具'})""捆绑销售",5.075981091970433,0.3007518796992481
frozenset({'灯具'}),frozenset({'灯具'}),frozenset({'毛巾'}),Bundle Sale,"建议将""frozenset({'灯具'})""与""frozenset({'毛巾'})""捆绑销售",5.075981091970433,0.3037974683544304
frozenset({'巧克力'}),frozenset({'巧克力'}),frozenset({'速食面'}),Bundle Sale,"建议将""frozenset({'巧克力'})""与""frozenset({'速食面'})""捆绑销售",5.066313106246944,0.29830451569582
frozenset({'速食面'}),frozenset({'速食面'}),frozenset({'巧克力'}),Bundle Sale,"建议将""frozenset({'速食面'})""与""frozenset({'巧克力'})""捆绑销售",5.066313106246944,0.3018002717391304
frozenset({'笔记本电脑'}),frozenset({'笔记本电脑'}),frozenset({'手机'}),Bundle Sale,"建议将""frozenset({'笔记本电脑'})""与""frozenset({'手机'})""捆绑销售",5.060355936256515,0.3026092849881396
frozenset({'手机'}),frozenset({'手机'}),frozenset({'笔记本电脑'}),Bundle Sale,"建议将""frozenset({'手机'})""与""frozenset({'笔记本电脑'})""捆绑销售",5.060355936256515,0.2986622073578595
frozenset({'饼干'}),frozenset({'饼干'}),frozenset({'零食'}),Bundle Sale,"建议将""frozenset({'饼干'})""与""frozenset({'零食'})""捆绑销售",5.060079184068402,0.3039083557951482
frozenset({'零食'}),frozenset({'零食'}),frozenset({'饼干'}),Bundle Sale,"建议将""frozenset({'零食'})""与""frozenset({'饼干'})""捆绑销售",5.060079184068402,0.3003663003663003
frozenset({'电视'}),frozenset({'电视'}),frozenset({'智能手表'}),Bundle Sale,"建议将""frozenset({'电视'})""与""frozenset({'智能手表'})""捆绑销售",5.05952380952381,0.3031666666666667
frozenset({'智能手表'}),frozenset({'智能手表'}),frozenset({'电视'}),Bundle Sale,"建议将""frozenset({'智能手表'})""与""frozenset({'电视'})""捆绑销售",5.05952380952381,0.3035714285714286
frozenset({'粉底液'}),frozenset({'粉底液'}),frozenset({'指甲油'}),Bundle Sale,"建议将""frozenset({'粉底液'})""与""frozenset({'指甲油'})""捆绑销售",5.053470402755419,0.3039662447257384
frozenset({'指甲油'}),frozenset({'指甲油'}),frozenset({'粉底液'}),Bundle Sale,"建议将""frozenset({'指甲油'})""与""frozenset({'粉底液'})""捆绑销售",5.053470402755418,0.2994181213632585
frozenset({'口红'}),frozenset({'口红'}),frozenset({'防晒霜'}),Bundle Sale,"建议将""frozenset({'口红'})""与""frozenset({'防晒霜'})""捆绑销售",5.052299813629576,0.3097565015736293
frozenset({'防晒霜'}),frozenset({'防晒霜'}),frozenset({'口红'}),Bundle Sale,"建议将""frozenset({'防晒霜'})""与""frozenset({'口红'})""捆绑销售",5.052299813629576,0.3050073397488175
frozenset({'游戏机'}),frozenset({'游戏机'}),frozenset({'相机'}),Bundle Sale,"建议将""frozenset({'游戏机'})""与""frozenset({'相机'})""捆绑销售",5.052160143622753,0.3001488341326277
frozenset({'相机'}),frozenset({'相机'}),frozenset({'游戏机'}),Bundle Sale,"建议将""frozenset({'相机'})""与""frozenset({'游戏机'})""捆绑销售",5.052160143622753,0.3055041238848678
frozenset({'毛衣'}),frozenset({'毛衣'}),frozenset({'羽绒服'}),Bundle Sale,"建议将""frozenset({'毛衣'})""与""frozenset({'羽绒服'})""捆绑销售",5.04102127552498,0.2979747675962815
frozenset({'羽绒服'}),frozenset({'羽绒服'}),frozenset({'毛衣'}),Bundle Sale,"建议将""frozenset({'羽绒服'})""与""frozenset({'毛衣'})""捆绑销售",5.04102127552498,0.3036711216376248
frozenset({'果汁'}),frozenset({'果汁'}),frozenset({'糖果'}),Bundle Sale,"建议将""frozenset({'果汁'})""与""frozenset({'糖果'})""捆绑销售",5.04004101410806,0.2999832411597117
frozenset({'糖果'}),frozenset({'糖果'}),frozenset({'果汁'}),Bundle Sale,"建议将""frozenset({'糖果'})""与""frozenset({'果汁'})""捆绑销售",5.04004101410806,0.3007392473118279
frozenset({'充电器'}),frozenset({'充电器'}),frozenset({'平板电脑'}),Bundle Sale,"建议将""frozenset({'充电器'})""与""frozenset({'平板电脑'})""捆绑销售",5.039500818017967,0.3027228141383392
frozenset({'平板电脑'}),frozenset({'平板电脑'}),frozenset({'充电器'}),Bundle Sale,"建议将""frozenset({'平板电脑'})""与""frozenset({'充电器'})""捆绑销售",5.039500818017966,0.2979856833694023
frozenset({'香水'}),frozenset({'香水'}),frozenset({'防晒霜'}),Bundle Sale,"建议将""frozenset({'香水'})""与""frozenset({'防晒霜'})""捆绑销售",5.034768749400155,0.3086816720257235
frozenset({'防晒霜'}),frozenset({'防晒霜'}),frozenset({'香水'}),Bundle Sale,"建议将""frozenset({'防晒霜'})""与""frozenset({'香水'})""捆绑销售",5.034768749400154,0.2975044854020551
frozenset({'餐具'}),frozenset({'餐具'}),frozenset({'毛巾'}),Bundle Sale,"建议将""frozenset({'餐具'})""与""frozenset({'毛巾'})""捆绑销售",5.033339547679925,0.3012453719286435
frozenset({'毛巾'}),frozenset({'毛巾'}),frozenset({'餐具'}),Bundle Sale,"建议将""frozenset({'毛巾'})""与""frozenset({'餐具'})""捆绑销售",5.033339547679925,0.2990810359231411
frozenset({'T恤'}),frozenset({'T恤'}),frozenset({'牛仔裤'}),Bundle Sale,"建议将""frozenset({'T恤'})""与""frozenset({'牛仔裤'})""捆绑销售",5.032598671437288,0.309202862373107
frozenset({'牛仔裤'}),frozenset({'牛仔裤'}),frozenset({'T恤'}),Bundle Sale,"建议将""frozenset({'牛仔裤'})""与""frozenset({'T恤'})""捆绑销售",5.032598671437288,0.3024088541666666
frozenset({'毛衣'}),frozenset({'毛衣'}),frozenset({'休闲裤'}),Bundle Sale,"建议将""frozenset({'毛衣'})""与""frozenset({'休闲裤'})""捆绑销售",5.031221215609392,0.3021248339973439
frozenset({'休闲裤'}),frozenset({'休闲裤'}),frozenset({'毛衣'}),Bundle Sale,"建议将""frozenset({'休闲裤'})""与""frozenset({'毛衣'})""捆绑销售",5.031221215609391,0.3030807660283097
frozenset({'粉底液'}),frozenset({'粉底液'}),frozenset({'眼影'}),Bundle Sale,"建议将""frozenset({'粉底液'})""与""frozenset({'眼影'})""捆绑销售",5.029294234082741,0.3021097046413502
frozenset({'眼影'}),frozenset({'眼影'}),frozenset({'粉底液'}),Bundle Sale,"建议将""frozenset({'眼影'})""与""frozenset({'粉底液'})""捆绑销售",5.02929423408274,0.2979856833694023
frozenset({'游戏机'}),frozenset({'游戏机'}),frozenset({'笔记本电脑'}),Bundle Sale,"建议将""frozenset({'游戏机'})""与""frozenset({'笔记本电脑'})""捆绑销售",5.026703451451152,0.2966760377046469
frozenset({'笔记本电脑'}),frozenset({'笔记本电脑'}),frozenset({'游戏机'}),Bundle Sale,"建议将""frozenset({'笔记本电脑'})""与""frozenset({'游戏机'})""捆绑销售",5.026703451451151,0.3039647577092511
frozenset({'肉类'}),frozenset({'肉类'}),frozenset({'饼干'}),Bundle Sale,"建议将""frozenset({'肉类'})""与""frozenset({'饼干'})""捆绑销售",5.026125751140602,0.2983508245877061
frozenset({'饼干'}),frozenset({'饼干'}),frozenset({'肉类'}),Bundle Sale,"建议将""frozenset({'饼干'})""与""frozenset({'肉类'})""捆绑销售",5.026125751140602,0.3017183288409703
frozenset({'护肤霜'}),frozenset({'护肤霜'}),frozenset({'指甲油'}),Bundle Sale,"建议将""frozenset({'护肤霜'})""与""frozenset({'指甲油'})""捆绑销售",5.024731141325145,0.3022375781507075
frozenset({'指甲油'}),frozenset({'指甲油'}),frozenset({'护肤霜'}),Bundle Sale,"建议将""frozenset({'指甲油'})""与""frozenset({'护肤霜'})""捆绑销售",5.024731141325145,0.3054031587697423
frozenset({'肉类'}),frozenset({'肉类'}),frozenset({'速食面'}),Bundle Sale,"建议将""frozenset({'肉类'})""与""frozenset({'速食面'})""捆绑销售",5.024661582252352,0.2958520739630185
frozenset({'速食面'}),frozenset({'速食面'}),frozenset({'肉类'}),Bundle Sale,"建议将""frozenset({'速食面'})""与""frozenset({'肉类'})""捆绑销售",5.024661582252352,0.3016304347826087
frozenset({'床单'}),frozenset({'床单'}),frozenset({'餐具'}),Bundle Sale,"建议将""frozenset({'床单'})""与""frozenset({'餐具'})""捆绑销售",5.018599300344629,0.2982051704264779
frozenset({'餐具'}),frozenset({'餐具'}),frozenset({'床单'}),Bundle Sale,"建议将""frozenset({'餐具'})""与""frozenset({'床单'})""捆绑销售",5.018599300344629,0.3047795355099293
frozenset({'地毯'}),frozenset({'地毯'}),frozenset({'窗帘'}),Bundle Sale,"建议将""frozenset({'地毯'})""与""frozenset({'窗帘'})""捆绑销售",5.013857894038994,0.3038899269577034
frozenset({'窗帘'}),frozenset({'窗帘'}),frozenset({'地毯'}),Bundle Sale,"建议将""frozenset({'窗帘'})""与""frozenset({'地毯'})""捆绑销售",5.013857894038994,0.2951658142220755
frozenset({'平板电脑'}),frozenset({'平板电脑'}),frozenset({'电视'}),Bundle Sale,"建议将""frozenset({'平板电脑'})""与""frozenset({'电视'})""捆绑销售",5.010820709172632,0.3006492425503579
frozenset({'电视'}),frozenset({'电视'}),frozenset({'平板电脑'}),Bundle Sale,"建议将""frozenset({'电视'})""与""frozenset({'平板电脑'})""捆绑销售",5.010820709172632,0.301
frozenset({'牛奶'}),frozenset({'牛奶'}),frozenset({'面包'}),Bundle Sale,"建议将""frozenset({'牛奶'})""与""frozenset({'面包'})""捆绑销售",5.009775171065494,0.2981818181818182
frozenset({'面包'}),frozenset({'面包'}),frozenset({'牛奶'}),Bundle Sale,"建议将""frozenset({'面包'})""与""frozenset({'牛奶'})""捆绑销售",5.009775171065494,0.3030913978494624
frozenset({'笔记本电脑'}),frozenset({'笔记本电脑'}),frozenset({'耳机'}),Bundle Sale,"建议将""frozenset({'笔记本电脑'})""与""frozenset({'耳机'})""捆绑销售",5.008984278225015,0.2980345645543883
frozenset({'耳机'}),frozenset({'耳机'}),frozenset({'笔记本电脑'}),Bundle Sale,"建议将""frozenset({'耳机'})""与""frozenset({'笔记本电脑'})""捆绑销售",5.008984278225015,0.2956302521008404
frozenset({'牛仔裤'}),frozenset({'牛仔裤'}),frozenset({'外套'}),Bundle Sale,"建议将""frozenset({'牛仔裤'})""与""frozenset({'外套'})""捆绑销售",5.007382406008728,0.29833984375
frozenset({'外套'}),frozenset({'外套'}),frozenset({'牛仔裤'}),Bundle Sale,"建议将""frozenset({'外套'})""与""frozenset({'牛仔裤'})""捆绑销售",5.007382406008727,0.3076535750251762
frozenset({'口红'}),frozenset({'口红'}),frozenset({'粉底液'}),Bundle Sale,"建议将""frozenset({'口红'})""与""frozenset({'粉底液'})""捆绑销售",5.007097581789933,0.2966705317210535
frozenset({'粉底液'}),frozenset({'粉底液'}),frozenset({'口红'}),Bundle Sale,"建议将""frozenset({'粉底液'})""与""frozenset({'口红'})""捆绑销售",5.007097581789932,0.3022784810126582
frozenset({'洗发水'}),frozenset({'洗发水'}),frozenset({'口红'}),Bundle Sale,"建议将""frozenset({'洗发水'})""与""frozenset({'口红'})""捆绑销售",5.006727480910409,0.3022561380225614
frozenset({'口红'}),frozenset({'口红'}),frozenset({'洗发水'}),Bundle Sale,"建议将""frozenset({'口红'})""与""frozenset({'洗发水'})""捆绑销售",5.006727480910409,0.3018055325492794
frozenset({'电视'}),frozenset({'电视'}),frozenset({'笔记本电脑'}),Bundle Sale,"建议将""frozenset({'电视'})""与""frozenset({'笔记本电脑'})""捆绑销售",5.003953462103242,0.2953333333333333
frozenset({'笔记本电脑'}),frozenset({'笔记本电脑'}),frozenset({'电视'}),Bundle Sale,"建议将""frozenset({'笔记本电脑'})""与""frozenset({'电视'})""捆绑销售",5.003953462103242,0.3002372077261945
frozenset({'相机'}),frozenset({'相机'}),frozenset({'智能手表'}),Bundle Sale,"建议将""frozenset({'相机'})""与""frozenset({'智能手表'})""捆绑销售",5.003023725287985,0.299781181619256
frozenset({'智能手表'}),frozenset({'智能手表'}),frozenset({'相机'}),Bundle Sale,"建议将""frozenset({'智能手表'})""与""frozenset({'相机'})""捆绑销售",5.003023725287985,0.2972296395193591
frozenset({'糖果'}),frozenset({'糖果'}),frozenset({'速食面'}),Bundle Sale,"建议将""frozenset({'糖果'})""与""frozenset({'速食面'})""捆绑销售",5.00208643787985,0.2945228494623655
frozenset({'速食面'}),frozenset({'速食面'}),frozenset({'糖果'}),Bundle Sale,"建议将""frozenset({'速食面'})""与""frozenset({'糖果'})""捆绑销售",5.00208643787985,0.2977241847826087
frozenset({'牛仔裤'}),frozenset({'牛仔裤'}),frozenset({'休闲裤'}),Bundle Sale,"建议将""frozenset({'牛仔裤'})""与""frozenset({'休闲裤'})""捆绑销售",5.000715549542049,0.30029296875
frozenset({'休闲裤'}),frozenset({'休闲裤'}),frozenset({'牛仔裤'}),Bundle Sale,"建议将""frozenset({'休闲裤'})""与""frozenset({'牛仔裤'})""捆绑销售",5.000715549542048,0.3072439633638634
frozenset({'音箱'}),frozenset({'音箱'}),frozenset({'手机'}),Bundle Sale,"建议将""frozenset({'音箱'})""与""frozenset({'手机'})""捆绑销售",5.0000278243062,0.2990016638935108
frozenset({'手机'}),frozenset({'手机'}),frozenset({'音箱'}),Bundle Sale,"建议将""frozenset({'手机'})""与""frozenset({'音箱'})""捆绑销售",5.0000278243062,0.3005016722408026
frozenset({'香水'}),frozenset({'香水'}),frozenset({'面膜'}),Bundle Sale,"建议将""frozenset({'香水'})""与""frozenset({'面膜'})""捆绑销售",4.9994474294946345,0.3054662379421222
frozenset({'面膜'}),frozenset({'面膜'}),frozenset({'香水'}),Bundle Sale,"建议将""frozenset({'面膜'})""与""frozenset({'香水'})""捆绑销售",4.9994474294946345,0.2954173486088379
frozenset({'床单'}),frozenset({'床单'}),frozenset({'枕头'}),Bundle Sale,"建议将""frozenset({'床单'})""与""frozenset({'枕头'})""捆绑销售",4.998014354762159,0.2973818541083484
frozenset({'枕头'}),frozenset({'枕头'}),frozenset({'床单'}),Bundle Sale,"建议将""frozenset({'枕头'})""与""frozenset({'床单'})""捆绑销售",4.998014354762159,0.3035294117647059
frozenset({'充电器'}),frozenset({'充电器'}),frozenset({'智能手表'}),Bundle Sale,"建议将""frozenset({'充电器'})""与""frozenset({'智能手表'})""捆绑销售",4.99566816299629,0.2993404363267377
frozenset({'智能手表'}),frozenset({'智能手表'}),frozenset({'充电器'}),Bundle Sale,"建议将""frozenset({'智能手表'})""与""frozenset({'充电器'})""捆绑销售",4.99566816299629,0.2953938584779706
frozenset({'面包'}),frozenset({'面包'}),frozenset({'果汁'}),Bundle Sale,"建议将""frozenset({'面包'})""与""frozenset({'果汁'})""捆绑销售",4.994990368171899,0.2980510752688172
frozenset({'果汁'}),frozenset({'果汁'}),frozenset({'面包'}),Bundle Sale,"建议将""frozenset({'果汁'})""与""frozenset({'面包'})""捆绑销售",4.994990368171898,0.2973018267135914
frozenset({'牛仔裤'}),frozenset({'牛仔裤'}),frozenset({'毛衣'}),Bundle Sale,"建议将""frozenset({'牛仔裤'})""与""frozenset({'毛衣'})""捆绑销售",4.9930486387782205,0.30078125
frozenset({'毛衣'}),frozenset({'毛衣'}),frozenset({'牛仔裤'}),Bundle Sale,"建议将""frozenset({'毛衣'})""与""frozenset({'牛仔裤'})""捆绑销售",4.9930486387782205,0.3067729083665338
frozenset({'糖果'}),frozenset({'糖果'}),frozenset({'肉类'}),Bundle Sale,"建议将""frozenset({'糖果'})""与""frozenset({'肉类'})""捆绑销售",4.993023201660819,0.2997311827956989
frozenset({'肉类'}),frozenset({'肉类'}),frozenset({'糖果'}),Bundle Sale,"建议将""frozenset({'肉类'})""与""frozenset({'糖果'})""捆绑销售",4.993023201660818,0.2971847409628519
frozenset({'零食'}),frozenset({'零食'}),frozenset({'肉类'}),Bundle Sale,"建议将""frozenset({'零食'})""与""frozenset({'肉类'})""捆绑销售",4.992508740634677,0.2997002997002996
frozenset({'肉类'}),frozenset({'肉类'}),frozenset({'零食'}),Bundle Sale,"建议将""frozenset({'肉类'})""与""frozenset({'零食'})""捆绑销售",4.992508740634677,0.2998500749625187
frozenset({'羽绒服'}),frozenset({'羽绒服'}),frozenset({'外套'}),Bundle Sale,"建议将""frozenset({'羽绒服'})""与""frozenset({'外套'})""捆绑销售",4.991802710327392,0.297411605481306
frozenset({'外套'}),frozenset({'外套'}),frozenset({'羽绒服'}),Bundle Sale,"建议将""frozenset({'外套'})""与""frozenset({'羽绒服'})""捆绑销售",4.991802710327391,0.2950654582074521
frozenset({'香水'}),frozenset({'香水'}),frozenset({'洗发水'}),Bundle Sale,"建议将""frozenset({'香水'})""与""frozenset({'洗发水'})""捆绑销售",4.991654559985932,0.300896936875952
frozenset({'洗发水'}),frozenset({'洗发水'}),frozenset({'香水'}),Bundle Sale,"建议将""frozenset({'洗发水'})""与""frozenset({'香水'})""捆绑销售",4.991654559985932,0.2949568679495687
frozenset({'牛奶'}),frozenset({'牛奶'}),frozenset({'糖果'}),Bundle Sale,"建议将""frozenset({'牛奶'})""与""frozenset({'糖果'})""捆绑销售",4.990335910423887,0.2970247933884297
frozenset({'糖果'}),frozenset({'糖果'}),frozenset({'牛奶'}),Bundle Sale,"建议将""frozenset({'糖果'})""与""frozenset({'牛奶'})""捆绑销售",4.990335910423887,0.3019153225806451
frozenset({'餐具'}),frozenset({'餐具'}),frozenset({'收纳盒'}),Bundle Sale,"建议将""frozenset({'餐具'})""与""frozenset({'收纳盒'})""捆绑销售",4.99019543815758,0.300908784920902
frozenset({'收纳盒'}),frozenset({'收纳盒'}),frozenset({'餐具'}),Bundle Sale,"建议将""frozenset({'收纳盒'})""与""frozenset({'餐具'})""捆绑销售",4.99019543815758,0.2965174129353234
frozenset({'内衣'}),frozenset({'内衣'}),frozenset({'连衣裙'}),Bundle Sale,"建议将""frozenset({'内衣'})""与""frozenset({'连衣裙'})""捆绑销售",4.98952033855314,0.3038617886178862
frozenset({'连衣裙'}),frozenset({'连衣裙'}),frozenset({'内衣'}),Bundle Sale,"建议将""frozenset({'连衣裙'})""与""frozenset({'内衣'})""捆绑销售",4.989520338553139,0.2945812807881773
frozenset({'羽绒服'}),frozenset({'羽绒服'}),frozenset({'袜子'}),Bundle Sale,"建议将""frozenset({'羽绒服'})""与""frozenset({'袜子'})""捆绑销售",4.987952220008216,0.3014718321772965
frozenset({'袜子'}),frozenset({'袜子'}),frozenset({'羽绒服'}),Bundle Sale,"建议将""frozenset({'袜子'})""与""frozenset({'羽绒服'})""捆绑销售",4.987952220008215,0.2948378557246856
frozenset({'餐具'}),frozenset({'餐具'}),frozenset({'马克杯'}),Bundle Sale,"建议将""frozenset({'餐具'})""与""frozenset({'马克杯'})""捆绑销售",4.987827172659581,0.2987209693705823
frozenset({'马克杯'}),frozenset({'马克杯'}),frozenset({'餐具'}),Bundle Sale,"建议将""frozenset({'马克杯'})""与""frozenset({'餐具'})""捆绑销售",4.98782717265958,0.2963766905994323
frozenset({'花瓶'}),frozenset({'花瓶'}),frozenset({'毛巾'}),Bundle Sale,"建议将""frozenset({'花瓶'})""与""frozenset({'毛巾'})""捆绑销售",4.98742683085008,0.2984974958263773
frozenset({'毛巾'}),frozenset({'毛巾'}),frozenset({'花瓶'}),Bundle Sale,"建议将""frozenset({'毛巾'})""与""frozenset({'花瓶'})""捆绑销售",4.98742683085008,0.2987468671679198
frozenset({'毛巾'}),frozenset({'毛巾'}),frozenset({'枕头'}),Bundle Sale,"建议将""frozenset({'毛巾'})""与""frozenset({'枕头'})""捆绑销售",4.987258061119186,0.2967418546365915
frozenset({'枕头'}),frozenset({'枕头'}),frozenset({'毛巾'}),Bundle Sale,"建议将""frozenset({'枕头'})""与""frozenset({'毛巾'})""捆绑销售",4.987258061119185,0.2984873949579832
frozenset({'内衣'}),frozenset({'内衣'}),frozenset({'休闲裤'}),Bundle Sale,"建议将""frozenset({'内衣'})""与""frozenset({'休闲裤'})""捆绑销售",4.986810900581945,0.2994579945799458
frozenset({'休闲裤'}),frozenset({'休闲裤'}),frozenset({'内衣'}),Bundle Sale,"建议将""frozenset({'休闲裤'})""与""frozenset({'内衣'})""捆绑销售",4.986810900581945,0.294421315570358
frozenset({'内衣'}),frozenset({'内衣'}),frozenset({'袜子'}),Bundle Sale,"建议将""frozenset({'内衣'})""与""frozenset({'袜子'})""捆绑销售",4.985458937977865,0.3013211382113821
frozenset({'袜子'}),frozenset({'袜子'}),frozenset({'内衣'}),Bundle Sale,"建议将""frozenset({'袜子'})""与""frozenset({'内衣'})""捆绑销售",4.985458937977864,0.2943414956982131
frozenset({'马克杯'}),frozenset({'马克杯'}),frozenset({'收纳盒'}),Bundle Sale,"建议将""frozenset({'马克杯'})""与""frozenset({'收纳盒'})""捆绑销售",4.984262192128354,0.3005510101853397
frozenset({'收纳盒'}),frozenset({'收纳盒'}),frozenset({'马克杯'}),Bundle Sale,"建议将""frozenset({'收纳盒'})""与""frozenset({'马克杯'})""捆绑销售",4.984262192128354,0.2985074626865671
frozenset({'收纳盒'}),frozenset({'收纳盒'}),frozenset({'地毯'}),Bundle Sale,"建议将""frozenset({'收纳盒'})""与""frozenset({'地毯'})""捆绑销售",4.983293712063656,0.2933665008291874
frozenset({'地毯'}),frozenset({'地毯'}),frozenset({'收纳盒'}),Bundle Sale,"建议将""frozenset({'地毯'})""与""frozenset({'收纳盒'})""捆绑销售",4.983293712063656,0.3004926108374384
frozenset({'毛巾'}),frozenset({'毛巾'}),frozenset({'床单'}),Bundle Sale,"建议将""frozenset({'毛巾'})""与""frozenset({'床单'})""捆绑销售",4.982542530099881,0.3025898078529657
frozenset({'床单'}),frozenset({'床单'}),frozenset({'毛巾'}),Bundle Sale,"建议将""frozenset({'床单'})""与""frozenset({'毛巾'})""捆绑销售",4.982542530099881,0.2982051704264779
frozenset({'洗面奶'}),frozenset({'洗面奶'}),frozenset({'眼影'}),Bundle Sale,"建议将""frozenset({'洗面奶'})""与""frozenset({'眼影'})""捆绑销售",4.982528156413564,0.2993004663557628
frozenset({'眼影'}),frozenset({'眼影'}),frozenset({'洗面奶'}),Bundle Sale,"建议将""frozenset({'眼影'})""与""frozenset({'洗面奶'})""捆绑销售",4.982528156413564,0.2991509905110704
frozenset({'护肤霜'}),frozenset({'护肤霜'}),frozenset({'粉底液'}),Bundle Sale,"建议将""frozenset({'护肤霜'})""与""frozenset({'粉底液'})""捆绑销售",4.981652025774635,0.2951628825271471
frozenset({'粉底液'}),frozenset({'粉底液'}),frozenset({'护肤霜'}),Bundle Sale,"建议将""frozenset({'粉底液'})""与""frozenset({'护肤霜'})""捆绑销售",4.981652025774635,0.3027848101265823
frozenset({'饼干'}),frozenset({'饼干'}),frozenset({'巧克力'}),Bundle Sale,"建议将""frozenset({'饼干'})""与""frozenset({'巧克力'})""捆绑销售",4.98009770832928,0.2966644204851752
frozenset({'巧克力'}),frozenset({'巧克力'}),frozenset({'饼干'}),Bundle Sale,"建议将""frozenset({'巧克力'})""与""frozenset({'饼干'})""捆绑销售",4.98009770832928,0.2956185999664261
